2630390019;2762745;2016-09-08;4;1614;2;true;2578382
2630512131;2762745;2016-09-08;4;1176;1;true;2578382
2646049302;2762745;2016-09-15;3;1189;1;false;1964407
2663904284;2762745;2016-09-23;2;1344;1;false;3332295
2663780669;2762745;2016-09-23;2;865;1;false;3332295
2670821060;2762745;2016-09-26;3;1453;1;true;2856589
2674947871;2762745;2016-09-28;2;902;1;false;2533075
2674823725;2762745;2016-09-28;2;594;1;false;2533075
2709894460;2762745;2016-10-14;4;923;1;false;2775251
2710062986;2762745;2016-10-14;4;1563;1;true;2775251
2709739975;2762745;2016-10-14;4;1404;1;true;2775251
2719009069;2762745;2016-10-18;3;1335;1;false;55
2718893780;2762745;2016-10-18;3;737;1;false;55
2722824666;2762745;2016-10-20;4;880;1;false;3335901
2734773604;2762745;2016-10-25;5;1964;1;true;2904162
2734850325;2762745;2016-10-26;5;1906;1;true;3323862
2736741164;2762745;2016-10-26;3;1116;1;true;3333433
2736831810;2762745;2016-10-27;3;591;1;false;2537636
2736783511;2762745;2016-10-27;3;678;1;false;2537636
