2657079649;1272244;2016-09-20;3;1333;2;true;20
2657008002;1272244;2016-09-20;3;1132;2;true;20
2659452604;1272244;2016-09-21;2;1390;2;true;5
2659288432;1272244;2016-09-21;2;1085;1;false;5
2660957713;1272244;2016-09-22;1;906;2;false;1375614
2661097630;1272244;2016-09-22;1;776;2;false;1375614
2674178807;1272244;2016-09-28;2;901;2;false;1520578
2674275191;1272244;2016-09-28;2;1591;2;false;1520578
2731167816;1272244;2016-10-24;3;946;2;true;1951061
2731244753;1272244;2016-10-24;3;1034;2;true;1951061
2731020121;1272244;2016-10-24;2;1091;2;true;3335660
2731647555;1272244;2016-10-24;3;1146;2;true;2833354
2731503064;1272244;2016-10-24;3;1015;2;true;2833354
2739912560;1272244;2016-10-28;2;644;2;false;3326126
2739646288;1272244;2016-10-28;3;1389;2;false;2626685
2739382279;1272244;2016-10-28;2;847;2;false;5
2738990460;1272244;2016-10-28;2;942;2;false;726228
2739124809;1272244;2016-10-28;2;427;4;false;15
2741147871;1272244;2016-10-29;3;985;2;false;2860081
2741548006;1272244;2016-10-29;1;705;2;false;3331948
2742135988;1272244;2016-10-29;2;1557;2;false;1520578
2742014780;1272244;2016-10-29;1;741;2;false;2640025
2767950173;1272244;2016-11-10;5;905;null;true;2714312
2768036813;1272244;2016-11-10;5;991;Core;true;2714312
2770052021;1272244;2016-11-11;2;690;Core;false;543897
2769933753;1272244;2016-11-11;2;933;Core;true;543897
2770211754;1272244;2016-11-11;2;1202;Core;true;350190
2769992940;1272244;2016-11-11;2;530;Core;false;543897
2770300445;1272244;2016-11-11;2;1321;null;true;350190
2773609715;1272244;2016-11-12;2;1144;Core;false;2581813
2773824989;1272244;2016-11-12;2;1245;Core;false;2581813
